id,title,alt_title,type,num_of_ep,studio,year,rating
766,School Rumble,No alternative title found,TV Series,26,Studio Comet,2004,4.1
9873,High Score Girl,Hi Score Girl,TV Series,12,J.C. Staff,2018,4.1
7678,She and Her Cat: Everything Flows,Kanojo to Kanojo no Neko: Everything Flows,TV Series,4,LIDEN FILMS,2016,4.1
3890,K-On!!: Plan!,K-On!!: Keikaku!,DVD Special,1,Kyoto Animation,2011,4.1
3683,Rurouni Kenshin: Special Techniques,Kenshin: Special Techniques,TV Special Series,1,Studio Deen,1997,4.1
7683,KonoSuba – God’s blessing on this wonderful world!! OVA,No alternative title found,OVA,1,Studio Deen,2016,4.1
2389,Chi's New Address,Chi's Sweet Home: Atarashii Ouchi,TV Series,104,MADHOUSE,2009,4.1
4671,Yuru Yuri ♪♪,Yuruyuri: Happy Go Lily - Season 2,TV Series,12,Doga Kobo,2012,4.1
3821,Time Jam: Valerian & Laureline,Valerian and Laureline,TV Series,40,Satelight,2007,4.1
1410,Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,TV Series,12,J.C. Staff,2007,4.1
8259,Nanbaka 2nd Season,No alternative title found,Web,12,Satelight,2017,4.1
1319,Capeta,No alternative title found,TV Series,52,Studio Comet,2005,4.1
1340,Sayonara Zetsubou Sensei,"Goodbye, Despair Teacher",TV Series,12,Shaft,2007,4.1
130,Azumanga Daioh,No alternative title found,TV Series,26,J.C. Staff,2002,4.1
16,Akira,No alternative title found,Movie,1,TMS Entertainment,1988,4.1
1171,Strawberry Marshmallow OVA,Ichigo Mashimaro OVA,OVA,3,Daume,2007,4.1
5274,Hetalia: The Beautiful World,No alternative title found,TV Series,20,Studio Deen,2013,4.1
99,Dragon Ball,No alternative title found,TV Series,153,Toei Animation,1986,4.1
9304,Free! Dive to the Future,No alternative title found,TV Series,12,Kyoto Animation,2018,4.1
2066,Hidamari Sketch x 365,No alternative title found,TV Series,13,Shaft,2008,4.1
1511,Genshiken OVA,No alternative title found,OVA,3,Palm Studio,2006,4.1
2327,Strawberry Marshmallow Encore,Ichigo Mashimaro Encore,OVA,2,Daume,2009,4.1
3100,Densetsu no Yuusha no Densetsu,The Legend of the Legendary Heroes,TV Series,24,Zexcs,2010,4.1
4266,Is this a Zombie? Of the Dead,Kore wa Zombie desu ka? Of the Dead,TV Series,10,Studio Deen,2012,4.1
5594,Knights of Sidonia,Sidonia no Kishi,TV Series,12,Polygon Pictures,2014,4.1
7817,Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-,Kuroko no Basket Movie 2: Winter Cup Soushuuhen -Namida no Saki e-,Movie,1,Production I.G,2016,4.1
929,Haré+Guu FINAL,Jungle Wa Itsumo Hale Nochi Guu Final,OVA,7,Kyoto Animation,2003,4.1
8146,Rakshasa Street,Zhen Hun Jie,Web,24,No studio found,2016,4.1
3623,Baka and Test - Summon the Beasts OVA,Baka to Test to Shoukanjuu: Matsuri,OVA,2,SILVER LINK,2011,4.1
7400,Legend of the Galactic Heroes: Die Neue These,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV Series,12,Production I.G,2018,4.1
23,Maison Ikkoku,No alternative title found,TV Series,96,Studio Deen,1986,4.1
4209,Penguindrum,Mawaru Penguindrum,TV Series,24,Brain's Base,2011,4.1
7760,The Irregular at Magic High School Movie: The Girl Who Summons the Stars,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,1,8-Bit,2017,4.1
1479,Tekkon Kinkreet,No alternative title found,Movie,1,Studio 4°C,2006,4.1
3317,Iga no Kabamaru,No alternative title found,TV Series,24,Gallop,1983,4.1
7895,Danganronpa 3 -The End of Hope's Peak Academy- Despair Arc,Danganronpa 3: The End of Kibougamine Gakuen: Zetsubou-hen,TV Series,11,Lerche,2016,4.1
3282,Letter Bee Reverse,Tegami Bachi Reverse,TV Series,25,Pierrot Plus,2010,4.1
6932,Is the Order a Rabbit??,Gochuumon wa Usagi Desu ka??,TV Series,12,Kinema Citrus,2015,4.1
1315,5 Centimeters per Second,Byousoku 5 Centimeter,Movie,1,CoMix Wave Inc.,2007,4.1
5604,Nisekoi,Nisekoi: False Love,TV Series,20,Shaft,2014,4.1
9043,Golden Kamuy,No alternative title found,TV Series,12,Geno Studio,2018,4.1
6661,Seraph of the End,No alternative title found,TV Series,12,Wit Studio,2015,4.1
1744,Piano no Mori,No alternative title found,Movie,1,MADHOUSE,2007,4.1
5401,One Piece: Episode of Luffy - Hand Island no Bouken,One Piece: Episode of Luffy,TV Special Series,1,Toei Animation,2012,4.1
5322,Gargantia on the Verdurous Planet,Suisei no Gargantia,TV Series,13,Production I.G,2013,4.1
6744,K: Return of Kings,No alternative title found,TV Series,13,GoHands,2015,4.1
7736,Sweetness and Lightning,Amaama to Inazuma,TV Series,12,TMS Entertainment,2016,4.1
5253,Boku wa Tomodachi ga Sukunai NEXT,Haganai: I Don't Have Many Friends NEXT,TV Series,12,AIC Build,2013,4.1
5502,Hakkenden: Eight Dogs of the East 2,No alternative title found,TV Series,13,Studio Deen,2013,4.1
2691,Yumeiro Pâtissière,No alternative title found,TV Series,50,Studio Pierrot,2009,4.1
5829,The Irregular at Magic High School,Mahouka Koukou no Rettousei,TV Series,26,MADHOUSE,2014,4.1
184,The Twelve Kingdoms,No alternative title found,TV Series,45,Studio Pierrot,2002,4.1
1413,City Hunter 2,No alternative title found,TV Series,63,Sunrise,1988,4.1
4641,The New Prince of Tennis,No alternative title found,TV Series,13,Production I.G,2012,4.1
1475,Banner of the Stars III,Seikai no Senki III,OVA,2,Sunrise,2005,4.1
6502,Magic Kaito 1412,No alternative title found,TV Series,24,A-1 Pictures,2014,4.1
7584,Mobile Suit Gundam: Thunderbolt,Kidou Senshi Gundam: Thunderbolt,Web,4,Sunrise,2015,4.1
8236,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 2 - Tamashii,Yuuki Yuuna is a Hero: The Washio Sumi Chapter - Part 2,Movie,1,Studio Gokumi,2017,4.1
5815,Little Busters! EX,No alternative title found,DVD Special,8,J.C. Staff,2014,4.1
9320,Kakuriyo: Bed & Breakfast for Spirits,Kakuriyo no Yadomeshi,TV Series,26,GONZO,2018,4.1
3902,Ojii-san no Lamp,No alternative title found,Movie,1,Telecom Animation Film,2011,4.1
6012,Rage of Bahamut: Genesis,Shingeki no Bahamut: Genesis,TV Series,12,Mappa,2014,4.1
5549,Attack on Titan: Ilse's Notebook,Shingeki no Kyojin: Ilse no Techou,OVA,3,Wit Studio,2013,4.1
4402,Hidamari Sketch x SP,No alternative title found,TV Special Series,2,Shaft,2011,4.1
6,FLCL,Furi Kuri,OVA,6,Gainax,2000,4.1
2937,Hidamari Sketch x 365 Specials,No alternative title found,TV Special Series,2,Shaft,2009,4.1
9934,Ze Tian Ji 2nd Season,Ze Tian Ji Di Er Ji,Web,12,No studio found,2016,4.1
2071,Xam'd: Lost Memories,Bounen no Xamdou,Web,26,Bones,2008,4.1
3373,Moonlight Mile 2nd Season - Touch Down,No alternative title found,TV Series,14,No studio found,2007,4.1
2561,City Hunter 3,No alternative title found,TV Series,13,Sunrise,1989,4.1
1530,Minami-ke,No alternative title found,TV Series,13,Daume,2007,4.1
3577,Mitsudomoe Zouryouchuu!,No alternative title found,TV Series,8,Bridge,2011,4.1
10230,A Day Before Us,No alternative title found,Web,10,LICO,2017,4.1
2701,Darker than Black: Gemini of the Meteor,Darker than Black: Ryuusei no Gemini,TV Series,12,Bones,2009,4.1
3475,Beelzebub,No alternative title found,TV Series,60,Pierrot Plus,2011,4.1
4944,Inu x Boku SS Special,No alternative title found,DVD Special,1,David Production,2012,4.1
834,Barefoot Gen,Hadashi no Gen,Movie,1,MADHOUSE,1983,4.1
8462,My Hero Academia: Training of the Dead,Boku no Hero Academia: Training of the Dead,OVA,1,Bones,2017,4.1
8087,Lupin III: Chikemuri no Ishikawa Goemon,No alternative title found,Movie,1,Telecom Animation Film,2017,4.1
4528,Towa no Quon 3: Mugen no Renza,No alternative title found,Movie,1,Bones,2011,4.1
3098,Nurarihyon no Mago,Nura: Rise of the Youkai Clan,TV Series,24,Studio Deen,2010,4.1
6119,Space Brothers: Number Zero,Uchuu Kyoudai: Number Zero,Movie,1,A-1 Pictures,2014,4.1
2233,Saiyuki Reload: Burial,No alternative title found,OVA,3,ARMS,2007,4.1
3160,Nodame Cantabile OVA 2,No alternative title found,OVA,1,J.C. Staff,2010,4.1
90,Princess Tutu,No alternative title found,TV Series,26,Hal Film Maker,2002,4.1
6075,InuYasha: Kuroi Tessaiga,No alternative title found,Movie,1,Sunrise,2008,4.1
9768,Mi Yu Xing Zhe,Uncharted Walker,Web,12,Thundray,2018,4.1
7953,Super Lovers 2,No alternative title found,TV Series,10,Studio Deen,2017,4.1
3783,Bleach the Movie 4: Hell Verse,No alternative title found,Movie,1,Studio Pierrot,2010,4.1
7928,One Piece Special: Heart of Gold,No alternative title found,TV Special Series,1,Toei Animation,2016,4.1
4905,Lupin III: The Woman Called Fujiko Mine,Lupin III ~Mine Fujiko to Iu Onna~,TV Series,13,TMS Entertainment,2012,4.1
7009,Tamayura: Sotsugyou Shashin Movie 3 - Akogare,Tamayura: Graduation Photos Part 3: Adoration,Movie,1,TYO Animations,2015,4.1
7681,Pretty Guardian Sailor Moon Crystal (2016),Pretty Guardian Sailor Moon Crystal: Death Busters,TV Series,13,Toei Animation,2016,4.1
6466,Beyond the Boundary: Shinonome,Kyoukai no Kanata: Shinonome,DVD Special,1,Kyoto Animation,2014,4.1
1075,Maria-sama ga Miteru 3rd,Maria Watches Over Us 3rd,OVA,5,Studio Deen,2006,4.1
11465,Free! Dive to the Future: Episode 0,No alternative title found,DVD Special,1,Kyoto Animation,2018,4.1
7259,Yuru Yuri Nachu Yachumi!+,No alternative title found,TV Special Series,2,TYO Animations,2015,4.1
3832,Ie Naki Ko Remi,"Remi, Nobody's Girl",TV Series,23,Nippon Animation,1996,4.1
729,Ghost in the Shell 2: Innocence,No alternative title found,Movie,1,Production I.G,2004,4.1
3725,Sket Dance,No alternative title found,TV Series,77,Tatsunoko Production,2011,4.1
3586,Children Who Chase Lost Voices,Hoshi wo Ou Kodomo,Movie,1,CoMix Wave Inc.,2011,4.1
5710,Psycho-Pass 2,No alternative title found,TV Series,11,Tatsunoko Production,2014,4.1
7942,"Haikara-san ga Touru Zenpen - Benio, Hana no 17-sai",Haikara-San: Here Comes Miss Modern Part 1,Movie,1,Nippon Animation,2017,4.1
4522,Zero no Tsukaima F,The Familiar of Zero F,TV Series,12,J.C. Staff,2012,4.1
7512,To Love Ru: Darkness 2nd OVA,No alternative title found,OVA,3,XEBEC,2016,4.1
195,Mobile Suit Gundam Wing,No alternative title found,TV Series,49,Sunrise,1995,4.1
8306,Mary and the Witch's Flower,Mary to Majo no Hana,Movie,1,Studio Ponoc,2017,4.1
5574,Golden Time,No alternative title found,TV Series,24,J.C. Staff,2013,4.1
6455,High School DxD BorN,No alternative title found,TV Series,12,TNK,2015,4.1
5722,Assassination Classroom,Ansatsu Kyoushitsu,Other,1,Brain's Base,2013,4.1
4662,Black Jack Final,No alternative title found,OVA,2,Tezuka Productions,2011,4.1
5012,Furiko,No alternative title found,Web,1,No studio found,2012,4.1
966,Eyeshield 21,No alternative title found,TV Series,145,Gallop,2005,4.1
7974,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,TV Series,12,Satelight,2017,4.1
2914,Kino's Journey: Tower Country,No alternative title found,OVA,1,A.C.G.T.,2005,4.1
147,Fruits Basket,No alternative title found,TV Series,26,Studio Deen,2001,4.1
2904,Macross Frontier: Itsuwari no Utahime,No alternative title found,Movie,1,Satelight,2009,4.1
7625,Danganronpa 3 -The End of Hope's Peak Academy- Future Arc,Danganronpa 3: The End of Kibougamine Gakuen: Mirai-hen,TV Series,12,Lerche,2016,4.1
8057,The Dragon Dentist (2017),Ryuu no Haisha,TV Special Series,2,Studio Khara,2017,4.1
9109,Uchiage Hanabi,DAOKO x Kenshi Yonezu: Uchiage Hanabi,Music Video,1,Shaft,2017,4.1
194,Mobile Suit Gundam SEED,Gundam SEED,TV Series,50,Sunrise,2002,4.1
10733,Dragon Nest: Throne of Elves,No alternative title found,Movie,1,Mili Pictures,2016,4.1
7320,Osomatsu-san,Mr. Osomatsu,TV Series,25,Studio Pierrot,2015,4.1
890,The Place Promised In Our Early Days,No alternative title found,Movie,1,CoMix Wave Inc.,2004,4.1
5145,A Certain Magical Index Movie: The Miracle of Endymion,Toaru Majutsu no Index Movie: Endymion no Kiseki,Movie,1,J.C. Staff,2013,4.1
8189,Food Wars!: Jump Festa 2016 Special,Shokugeki no Soma: Shuugetsu no Meguriai,Other,1,J.C. Staff,2016,4.1
6849,Yu-Gi-Oh! Movie 4: The Dark Side of Dimensions,No alternative title found,Movie,1,Gallop,2016,4.1
7709,Noblesse: Awakening,No alternative title found,OVA,1,Production I.G,2016,4.1
6121,Aikatsu! The Movie,No alternative title found,Movie,1,Sunrise,2014,4.1
4403,Hakuouki Sekkaroku,Hakuoki: A Memory of Snow Flowers,OVA,6,Studio Deen,2011,4.1
2133,A Certain Magical Index,Toaru Majutsu no Index,TV Series,24,J.C. Staff,2008,4.1
7903,Yowamushi Pedal: Spare Bike,No alternative title found,Movie,1,TMS Entertainment,2016,4.1
780,Bleach,No alternative title found,TV Series,366,Studio Pierrot,2004,4.1
3452,Mardock Scramble: The First Compression,No alternative title found,Movie,1,GoHands,2010,4.1
8941,Quanzhi Fashi,No alternative title found,Web,12,No studio found,2016,4.1
4991,To Love Ru: Darkness OVA,No alternative title found,OVA,6,XEBEC,2012,4.1
3737,Fairy Tail OVA,No alternative title found,OVA,5,Satelight,2011,4.1
764,Genshiken,No alternative title found,TV Series,12,Palm Studio,2004,4.1
4990,To Love Ru: Darkness,No alternative title found,TV Series,12,XEBEC,2012,4.1
5027,Say &quot;I love you.&quot;,Suki-tte Ii na yo.,TV Series,13,Zexcs,2012,4.1
7803,Super Lovers OVA,No alternative title found,OVA,2,Studio Deen,2017,4.1
4337,A Letter to Momo,Momo e no Tegami,Movie,1,Production I.G,2011,4.1
5149,Persona 4 the Animation: The Factor of Hope,No alternative title found,Movie,1,AIC A.S.T.A.,2012,4.1
3647,Strike Witches Movie,No alternative title found,Movie,1,AIC,2012,4.1
523,Comedy,Kigeki,OVA,1,Production I.G,2002,4.1
1147,Shakugan no Shana,No alternative title found,TV Series,24,J.C. Staff,2005,4.1
6878,To Love Ru: Darkness 2nd,No alternative title found,TV Series,12,XEBEC,2015,4.1
1253,Rurouni Kenshin Movie,Samurai X: The Motion Picture,Movie,1,Gallop,1997,4.1
3285,Arakawa Under the Bridge x Bridge,No alternative title found,TV Series,13,Shaft,2010,4.1
6458,Aoki Hagane no Arpeggio: Ars Nova Cadenza,No alternative title found,Movie,1,SANZIGEN,2015,4.1
5491,The Eccentric Family,Uchouten Kazoku,TV Series,13,P.A. Works,2013,4.1
3819,Mobile Suit Gundam 00 Special Edition II: End of World,No alternative title found,OVA,1,Sunrise,2009,4.1
3820,Mobile Suit Gundam 00 Special Edition III: Return the World,No alternative title found,OVA,1,No studio found,2010,4.1
789,Detective Conan,No alternative title found,TV Series,918,TMS Entertainment,1996,4.1
2291,Minami-ke Okaeri,No alternative title found,TV Series,13,asread,2009,4.1
7769,Durarara!!x2 Ketsu: Dufufufu!,Durarara!!x2 Ketsu Episode 19.5,Other,1,Shuka,2016,4.1
5541,Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection,No alternative title found,Movie,1,Seven Arcs Pictures,2017,4.1
7197,Dragon Ball Super,No alternative title found,TV Series,131,Toei Animation,2015,4.1
3339,Yumeiro Pâtissière SP Professional,No alternative title found,TV Series,13,Studio Pierrot,2010,4.1
5493,Beyond the Boundary,Kyoukai no Kanata,TV Series,12,Kyoto Animation,2013,4.1
2368,Pandora Hearts,No alternative title found,TV Series,25,XEBEC,2009,4.1
34,Read or Die,No alternative title found,OVA,3,Studio Deen,2001,4.1
9345,Doupo Cangqiong,No alternative title found,TV Series,12,No studio found,2017,4.1
3642,Shakugan no Shana III,Shakugan no Shana Final,TV Series,24,J.C. Staff,2011,4.1
5324,Tokyo Ravens,No alternative title found,TV Series,24,8-Bit,2013,4.1
5602,Love Stage!!,No alternative title found,TV Series,10,J.C. Staff,2014,4.1
6494,Gangsta.,No alternative title found,TV Series,12,Manglobe,2015,4.1
6604,Digimon Adventure Tri. Movie 1: Reunion,Digimon Adventure Tri. Movie 1: Saikai,Movie,1,Toei Animation,2015,4.1
5408,Kuroko's Basketball: NG-shuu,Kuroko no Basket NG-shuu,DVD Special,9,Production I.G,2012,4.1
70,Hellsing,No alternative title found,TV Series,13,GONZO,2001,4.1
7212,Rage of Bahamut: Virgin Soul,Shingeki no Bahamut: Virgin Soul,TV Series,24,Mappa,2017,4.1
5490,Servant x Service,No alternative title found,TV Series,13,A-1 Pictures,2013,4.1
8969,DARLING in the FRANXX,No alternative title found,TV Series,24,A-1 Pictures,2018,4.1
4535,Fairy Tail the Movie: Phoenix Priestess,Fairy Tail: Houou no Miko,Movie,1,A-1 Pictures,2012,4.1
89,Crest of the Stars,Seikai no Monshou,TV Series,13,Sunrise,1999,4.1
3818,Mobile Suit Gundam 00 Special Edition I: Celestial Being,No alternative title found,OVA,1,No studio found,2009,4.1
9352,Thunderbolt Fantasy: The Sword of Life and Death,Thunderbolt Fantasy Shoushi Ikken,Movie,1,No studio found,2017,4.1
7095,Chivalry of a Failed Knight,Rakudai Kishi no Cavalry,TV Series,12,SILVER LINK,2015,4.1
4682,Hetalia: World Series Extra Episodes,No alternative title found,Web,4,Studio Deen,2011,4.1
2976,House of Five Leaves,Sarai-ya Goyou,TV Series,12,Manglobe,2010,4.1
6082,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,The Garden of Sinners Movie 10: Recalled Out Summer - Extra Chorus,Movie,1,ufotable,2013,4.1
2268,Birdy the Mighty Decode 2,Tetsuwan Birdy Decode 2,TV Series,12,A-1 Pictures,2009,4.1
4111,Eden of the East Compilation: Air Communication,Higashi no Eden: Soushuu-hen Air Communication,Movie,1,Production I.G,2009,4.1
3628,Full Metal Panic! The Second Raid: Episode 00,No alternative title found,Other,1,Kyoto Animation,2005,4.1
9506,Food Wars! The Third Plate: Erina no Shin Seikatsu,Shokugeki no Souma: San no Sara - Erina no Shin Seikatsu,OVA,1,J.C. Staff,2018,4.1
2758,Baka and Test - Summon the Beasts,Baka to Test to Shoukanjuu,TV Series,13,SILVER LINK,2010,4.1
6452,Beyond the Boundary Movie: I'll Be Here - Past,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen,Movie,1,Kyoto Animation,2015,4.1
736,Yakitate!! Japan,No alternative title found,TV Series,69,Sunrise,2004,4.1
675,Gungrave,No alternative title found,TV Series,26,MADHOUSE,2003,4.1
3646,Heaven’s Lost Property The Movie: The Angeloid of Clockwork,Sora no Otoshimono: Tokei-jikake no Angeloid,Movie,1,AIC A.S.T.A.,2011,4.1
7254,Ajin Movie 1: Shoudou,No alternative title found,Movie,1,Polygon Pictures,2015,4.1
1799,Death Note Rewrite 1: Visions of a God,No alternative title found,TV Special Series,1,MADHOUSE,2007,4.1
5718,Kyousougiga (2013),No alternative title found,TV Series,10,Toei Animation,2013,4.1
8482,Servamp: Hai ni Mamireta Shoukei - All the world's a stage,No alternative title found,DVD Special,1,Brain's Base,2017,4.1
5078,Mardock Scramble: The Third Exhaust,No alternative title found,Movie,1,GoHands,2012,4.1
6446,Persona 3 The Movie 3: Falling Down,No alternative title found,Movie,1,A-1 Pictures,2015,4.1
4851,Un-Go: Chapter of Inga,Un-Go Episode 0: Inga-ron,Movie,1,Bones,2011,4.1
3561,Prince of Tennis: Another Story ~Kako to Mirai no Message~,Tennis no Ouji-sama: Another Story ~Kako to Mirai no Message~,OVA,4,M.S.C.,2009,4.1
10732,Dragon Nest: Warriors' Dawn,No alternative title found,Movie,1,Mili Pictures,2014,4.1
1122,Lucky Star,No alternative title found,TV Series,24,Kyoto Animation,2007,4.1
6737,Plastic Memories,No alternative title found,TV Series,13,Doga Kobo,2015,4.1
6727,Tokyo Ghoul √A,No alternative title found,TV Series,12,Studio Pierrot,2015,4.1
1160,Tsubasa Chronicle 2nd Series,No alternative title found,TV Series,26,BEE TRAIN,2006,4.1
8091,Pokemon Generations,No alternative title found,Web,18,OLM,2016,4.1
8125,Thunderbolt Fantasy: Sword Seekers 2,Thunderbolt Fantasy: Touri-ken Yuuki 2,TV Series,5,No studio found,2018,4.1
1226,Ergo Proxy,No alternative title found,TV Series,23,Manglobe,2006,4.1
2725,Sekirei: Pure Engagement,No alternative title found,TV Series,13,Seven Arcs,2010,4.1
6842,Ghost in the Shell: The New Movie,No alternative title found,Movie,1,Production I.G,2015,4.1
3412,Air Gear: Kuro no Hane to Nemuri no Mori -Break on the Sky-,No alternative title found,OVA,3,Satelight,2010,4.1
7579,New Game!,No alternative title found,TV Series,12,Doga Kobo,2016,4.1
3617,Mitsudomoe Special,No alternative title found,DVD Special,1,Bridge,2011,4.1
2061,Zero no Tsukaima: Princess no Rondo,The Familiar of Zero: &quot;Rondo&quot; of Princesses,TV Series,12,J.C. Staff,2008,4.1
870,One Piece Movie 4: Dead End Adventure,No alternative title found,Movie,1,Toei Animation,2003,4.1
3618,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Specials,Oreimo Specials,DVD Special,4,AIC Build,2011,4.1
2982,Professor Layton and the Eternal Diva,Layton Kyouju to Eien no Utahime,Movie,1,OLM,2009,4.1
9204,A Certain Magical Index III,Toaru Majutsu no Index III,TV Series,4,J.C. Staff,2018,4.1
7779,Fune wo Amu,The Great Passage,TV Series,11,Zexcs,2016,4.1
3096,Sengoku Basara: Samurai Kings 2,Sengoku Basara Ni,TV Series,12,Production I.G,2010,4.1
2698,Kobato.,No alternative title found,TV Series,24,MADHOUSE,2009,4.1
3989,Code Geass Gaiden: Boukoku no Akito,Code Geass: Akito the Exiled,OVA,5,Sunrise,2012,4.1
7008,Tamayura: Sotsugyou Shashin Movie 2 - Hibiki,Tamayura: Graduation Photos Part 2: Echo,Movie,1,TYO Animations,2015,4.1
7205,Saekano: How to Raise a Boring Girlfriend Flat,Saenai Heroine no Sodate-kata ♭,TV Series,11,A-1 Pictures,2017,4.1
9276,Tsurune,Tsurune: Kazemai Koukou Kyuudou-bu,TV Series,2,Kyoto Animation,2018,4.1
6023,Amagi Brilliant Park,No alternative title found,TV Series,13,Kyoto Animation,2014,4.1
6089,Hetalia: The Beautiful World Specials,No alternative title found,DVD Special,4,Studio Deen,2013,4.1
2498,Minami-ke Betsubara,No alternative title found,OVA,1,asread,2009,4.1
5516,White Album 2,No alternative title found,TV Series,13,Satelight,2013,4.1
6870,Garo Movie: Divine Flame,No alternative title found,Movie,1,Mappa,2016,4.1
1225,Rozen Maiden: Ouverture,No alternative title found,TV Special Series,2,Nomad,2006,4.1
2463,Banner of the Stars Movie,Seikai no Senki Movie,Movie,1,Sunrise,2001,4.1
6511,School-Live!,Gakkou Gurashi!,TV Series,12,Lerche,2015,4.1
4016,Mobile Suit Gundam Wing: Operation Meteor,No alternative title found,OVA,4,Sunrise,1996,4.1
9243,Major 2nd,No alternative title found,TV Series,25,OLM,2018,4.1
9349,Yuuki Yuuna is a Hero: The Hero Chapter,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Sho,TV Series,6,Studio Gokumi,2017,4.1
7173,Haikyuu!! Movie 2: Shousha to Haisha,No alternative title found,Movie,1,Production I.G,2015,4.1
3104,Seitokai Yakuindomo,No alternative title found,TV Series,13,GoHands,2010,4.1
3222,Tenchi Muyo! Ryo-Ohki 3 Plus 1,Tenchi Muyo! Ryo Ohki: Final Confrontations,OVA,1,AIC,2005,4.1
1020,Fate/stay night,No alternative title found,TV Series,24,Studio Deen,2006,4.1
1189,Rozen Maiden: Traumend,No alternative title found,TV Series,12,Nomad,2005,4.1
112,Banner of the Stars,Seikai no Senki,TV Series,13,Sunrise,2000,4.1
945,Shura no Toki: Age of Chaos,Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV Series,26,Studio Comet,2004,4.1
7216,Digimon Adventure Tri. Movie 4: Loss,Digimon Adventure Tri. Movie 4: Soushitsu,Movie,1,Toei Animation,2017,4.1
1105,Toward the Terra TV,Terra e... TV,TV Series,24,Tokyo Kids,2007,4.1
2822,Kill Bill Chapter 3: The Origin of O-Ren,No alternative title found,Movie,1,Production I.G,2003,4.1
7464,Ajin,AJIN: Demi-Human,TV Series,13,Polygon Pictures,2016,4.1
2910,Evangelion: 3.0 You Can (Not) Redo,Rebuild of Evangelion: 3.0,Movie,1,Studio Khara,2012,4.1
7487,Kuroko's Basketball Movie 1: Winter Cup Highlights -Shadow and Light-,Kuroko no Basket Movie 1: Winter Cup Soushuuhen -Kage to Hikari-,Movie,1,Production I.G,2016,4.1
845,Macross: Do You Remember Love,Clash of the Bionoids,Movie,1,Ashi Productions,1984,4.1
7449,Durarara!!x2 Ten: Gaiden!?,Durarara!! X2 The Second Arc: Side Story,Other,1,Shuka,2015,4.1
160,Haré+Guu,Jungle Wa Itsumo Hale Nochi Guu,TV Series,26,Shin-Ei Animation,2001,4.1
1083,Strawberry Marshmallow,Ichigo Mashimaro,TV Series,12,Daume,2005,4.0
6061,Aldnoah.Zero,No alternative title found,TV Series,12,A-1 Pictures,2014,4.0
1656,Mobile Suit Zeta Gundam,No alternative title found,TV Series,50,Sunrise,1985,4.0
2642,Death Note Rewrite 2: L's Successors,No alternative title found,TV Special Series,1,MADHOUSE,2008,4.0
3570,Ranma 1/2 Akumu! Shunmin Kou,Ranma 1/2: Nightmare! Incense of Spring Sleep,OVA,1,Studio Deen,2008,4.0
1284,Akagi,The Legend of Mahjong: Akagi,TV Series,26,MADHOUSE,2005,4.0
2845,Mahou Sensei Negima! ~Mou Hitotsu no Sekai~,No alternative title found,OVA,4,Shaft,2009,4.0
7502,The Seven Deadly Sins: Signs of Holy War,Nanatsu no Taizai: Seisen no Shirushi,TV Series,4,A-1 Pictures,2016,4.0
1520,Ranma 1/2 OVA,No alternative title found,OVA,6,Studio Deen,1993,4.0
3992,Persona 4 The Animation,No alternative title found,TV Series,25,AIC A.S.T.A.,2011,4.0
5798,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,Movie,1,ufotable,2013,4.0
5650,Girls und Panzer: This is the Real Anzio Battle!,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,Actas,2014,4.0
5316,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,No alternative title found,TV Series,12,Manglobe,2013,4.0
110,Kodocha,No alternative title found,TV Series,102,Gallop,1996,4.0
4628,Kingdom,No alternative title found,TV Series,38,Studio Pierrot,2012,4.0
978,Paradise Kiss,No alternative title found,TV Series,12,MADHOUSE,2005,4.0
2947,Lupin III: Part II,Shin Lupin Sansei,TV Series,155,TMS Entertainment,1977,4.0
69,Slayers,The Slayers,TV Series,26,J.C. Staff,1995,4.0
4312,Guilty Crown,No alternative title found,TV Series,22,Production I.G,2011,4.0
4207,Heaven's Memo Pad,Kamisama no Memo-chou,TV Series,12,J.C. Staff,2011,4.0
1065,Zero no Tsukaima,The Familiar of Zero,TV Series,13,J.C. Staff,2006,4.0
2710,Kuuchuu Buranko,No alternative title found,TV Series,11,Toei Animation,2009,4.0
3825,Sengoku Basara: Samurai Kings Movie - The Last Party,Sengoku Basara: The Last Party,Movie,1,Production I.G,2011,4.0
1421,Arashi no Yoru ni,Stormy Night,Movie,1,Group TAC,2005,4.0
4314,Shinryaku!? Ika Musume,Squid Girl 2,TV Series,12,diomedea,2011,4.0
