id,tags 
7230,Action
7230,Fantasy
7230,Shounen
7230,Guilds
7230,Magic
7230,Based on a Manga
4630,Drama
4630,Countryside
4630,Dogs
4630,Family Friendly
4630,Original Work
4630,Pets
5830,Comedy
5830,Shounen
5830,Ghosts
5830,Gods
5830,Japanese Mythology
5830,Supernatural
5830,Based on a Manga
140,Action
140,Fantasy
140,Shounen
140,Aliens
140,Hand to Hand Combat
140,Martial Arts
140,Superpowers
140,Based on a Manga
5454,Comedy
5454,Seinen
5454,Slice of Life
5454,Countryside
5454,Iyashikei
5454,School Life
5454,Based on a Manga
7214,Action
7214,Drama
7214,Fantasy
7214,Monsters
2365,Comedy
2365,Shounen
2365,Butlers
2365,Maids
2365,Master-Servant Relationship
2365,Parody
2365,Tsundere
2365,Based on a Manga
4435,BL
4435,Drama
4435,Romance
4435,Shounen-ai
4435,Androids
4435,Feudal Japan
4435,Historical
4435,Robots
4435,Samurai
2726,Action
2726,Adventure
2726,Fantasy
2726,Magic
2726,Medieval
2726,Swordplay
2726,Based on a Video Game
2274,Drama
2274,GL
2274,Shoujo-ai
2274,LGBT Themes
2274,School Life
2274,Based on a Light Novel
5769,Action
5769,Drama
5769,Reverse Harem
5769,Feudal Japan
5769,Historical
5769,Samurai
5769,Based on an Otome Game
5769,Based on a Visual Novel
3122,Mystery
3122,Shounen
3122,Age Transformation
3122,Detectives
3122,Island
3122,Police
3122,Thieves
3122,Based on a Manga
2548,Comedy
2548,Shounen
2548,Mermaids
2548,Based on a Manga
6025,Action
6025,Fantasy
6025,Shounen
6025,Assassins
6025,Dark Fantasy
6025,Lifestyle Change
6025,Rebellions
6025,Urban Fantasy
6025,Vigilantes
6025,Explicit Violence
6025,Based on a Manga
6004,Shounen
6004,Sports
6004,Tennis
6004,Based on a Manga
6740,Drama
6740,Music
6740,School Club
6740,School Life
6740,Based on a Novel
7115,Action
7115,Adventure
7115,Fantasy
7115,Shounen
7115,Medieval
7115,Pigs
7115,Royalty
7115,Superpowers
7115,Based on a Manga
5852,Comedy
5852,Shounen
5852,Crude
5852,Newly Co-ed School
5852,Parody
5852,Satire
5852,School Life
5852,Sexual Content
5852,Based on a 4-Koma Manga
5852,Based on a Manga
115,Sci Fi
115,Outer Space
115,Political
115,Space Opera
115,War
115,Based on a Novel
249,Shounen
249,Board Games
249,Body Sharing
249,Ghosts
249,Psychological
249,Supernatural
249,Tournaments
249,Based on a Manga
4417,Horror
4417,Mystery
4417,Countryside
4417,Psychological
4417,School Life
4417,Supernatural
4417,Violence
4417,Physical Abuse
4417,Based on a Light Novel
2713,Shounen
2713,Age Transformation
2713,Detectives
2713,School Life
2713,Time Travel
2713,Based on a Manga
168,Comedy
168,Ecchi
168,Seinen
168,Episodic
168,Playboys
168,Work Life
168,Explicit Sex
168,Based on a Manga
4454,Comedy
4454,Seinen
4454,Slice of Life
4454,Art
4454,Art School
4454,Boarding House
4454,Iyashikei
4454,Neighbors
4454,School Life
4454,Based on a 4-Koma Manga
4454,Based on a Manga
2194,Comedy
2194,Shounen
2194,Slice of Life
2194,Breaking the Fourth Wall
2194,Dark Comedy
2194,Gag
2194,Parody
2194,Satire
2194,Teaching
2194,Suicide
2194,Based on a Manga
501,Comedy
501,Seinen
501,Countryside
501,Crude
501,Supernatural
501,Based on a Manga
888,Drama
888,Mystery
888,Sci Fi
888,Abstract
888,Europe
888,Thriller
888,Based on a Novel
8621,Sports
8621,Recap
8621,School Club
8621,School Life
8621,Swimming
8621,Tournaments
8621,Based on a Light Novel
3220,Comedy
3220,Ecchi
3220,Fantasy
3220,Space Pirates
3220,Nudity
1553,Action
1553,Fantasy
1553,Contemporary Fantasy
1553,Magic
1553,Supernatural
1553,Tsundere
1553,Urban Fantasy
1553,Based on a Light Novel
8154,Action
8154,Fantasy
8154,Magical Girl
8154,Magic
1609,Adventure
1609,Fantasy
1609,Sci Fi
1609,Illness
1609,Melancholy
1609,Violence
6818,Comedy
6818,Romance
6818,Shounen
6818,Body Swapping
6818,Gender Bender
6818,Romantic Comedy
6818,School Life
6818,Supernatural
6818,Based on a Manga
3136,Horror
3136,Mystery
3136,Countryside
3136,noitaminA
3136,Psychological
3136,Supernatural
3136,Vampires
3136,Explicit Violence
3136,Physical Abuse
3136,Based on a Light Novel
5963,Fantasy
5963,Supernatural
5963,Based on a Video Game
7827,Adventure
7827,Drama
7827,Sci Fi
7827,Leijiverse
7827,Outer Space
7827,Space Opera
5926,Comedy
5926,Romance
5926,Seinen
5926,Slice of Life
5926,Boarding House
5926,Neighbors
5926,Romantic Comedy
5926,Based on a Manga
1366,Drama
1366,Mecha
1366,Romance
1366,Sci Fi
1366,Aliens
1366,Idols
1366,Love Triangle
1366,Military
1366,Music
1366,Original Work
1366,Outer Space
1366,Real Robot
1366,Space Opera
1366,Transforming Mecha
1366,War
7692,Comedy
7692,Seinen
7692,Slice of Life
7692,Countryside
7692,School Life
7692,Based on a Manga
7748,Ecchi
7748,Shounen
7748,Slice of Life
7748,Food and Beverage
7748,Based on a Manga
4530,Sci Fi
4530,Original Work
4530,Supernatural
4530,Superpowers
8535,Comedy
8535,Romance
8535,Shounen
8535,Episodic
8535,Love Confession
8535,Romantic Comedy
8535,School Life
8535,Based on a 4-Koma Manga
8535,Based on a Manga
5035,BL
5035,Comedy
5035,Shounen-ai
5035,Age Gap
5035,LGBT Themes
5035,Romantic Comedy
5035,Sexual Content
5035,Based on a Manga
529,Adventure
529,Drama
529,Sci Fi
529,Post-apocalyptic
529,Physical Abuse
529,Based on a Novel
8959,Comedy
8959,Seinen
8959,Slice of Life
8959,Monster Girls
8959,Supernatural
8959,Vampires
8959,Based on a Manga
7818,Shounen
7818,Sports
7818,Basketball
7818,Recap
7818,School Club
7818,Tournaments
7818,Based on a Manga
6790,Action
6790,Adventure
6790,Fantasy
6790,Shounen
6790,Medieval
6790,Middle Eastern
6790,Military
6790,Political
6790,Rebellions
6790,Royalty
6790,Swordplay
6790,Violence
6790,War
6790,Animal Abuse
6790,Based on a Manga
8295,Comedy
8295,Drama
8295,Shounen
8295,Sports
8295,School Life
8295,Soccer
8295,Based on a Manga
5755,Comedy
5755,Shounen
5755,Sports
5755,Basketball
5755,School Life
5755,Based on a Manga
5171,Comedy
5171,Seinen
5171,Slice of Life
5171,Gag
5171,Siblings
5171,Based on a Manga
7555,Action
7555,Adventure
7555,Drama
7555,Fantasy
7555,Guilds
7555,MMORPG
7555,Monsters
7555,Person in a Strange World
7555,RPG
7555,Violence
7555,Weak to Strong
7555,Based on a Light Novel
6129,Comedy
6129,Seinen
6129,Slice of Life
6129,Based on a Manga
7575,Action
7575,Comedy
7575,Mecha
7575,Sci Fi
7575,Gunfights
7575,Military
7575,Real Robot
7575,Tsundere
7575,Based on a Light Novel
1507,Drama
1507,Mystery
1507,Shounen
1507,Age Transformation
1507,Detectives
1507,Ocean
1507,Based on a Manga
3056,Comedy
3056,Josei
3056,Christmas
3056,Journey to the West
3056,Based on a Manga
988,Comedy
988,Shounen
988,Delinquents
988,Hand to Hand Combat
988,School Life
988,Bullying
988,Physical Abuse
988,Based on a Manga
7128,Shounen
7128,Sports
7128,Cycling
7128,Racing
7128,School Club
7128,School Life
7128,Tournaments
7128,Based on a Manga
4928,Comedy
4928,Shounen
4928,Breaking the Fourth Wall
4928,Gag
4928,Gods
4928,Parody
4928,School Life
4928,Supernatural
4928,Based on a Manga
3291,Comedy
3291,Ecchi
3291,Fantasy
3291,Harem
3291,Shounen
3291,Angels
3291,Chibi
3291,Contemporary Fantasy
3291,Panty Shots
3291,Based on a Manga
4936,Action
4936,Shounen
4936,Ninja
4936,Person in a Strange World
4936,Based on a Manga
7415,Action
7415,Mystery
7415,Seinen
7415,Detectives
7415,Supernatural
7415,Superpowers
7415,Based on a Manga
3799,Comedy
3799,Fantasy
3799,Crossover
3799,Parody
3799,Based on a Manga
2977,Comedy
2977,Romance
2977,Seinen
2977,Slice of Life
2977,Androphobia
2977,Coworkers
2977,Restaurants
2977,Work Life
2977,Based on a 4-Koma Manga
2977,Based on a Manga
7542,Shounen
7542,Sports
7542,Cycling
7542,Racing
7542,School Club
7542,School Life
7542,Based on a Manga
4685,Mystery
4685,Romance
4685,Shounen
4685,Ghosts
4685,School Club
4685,School Life
4685,Supernatural
4685,Based on a Manga
5028,Comedy
5028,Romance
5028,Shoujo
5028,Slice of Life
5028,Opposites Attract
5028,Romantic Comedy
5028,School Life
5028,Based on a Manga
7832,Action
7832,Fantasy
7832,CG Animation
7832,Magic
7832,Based on a Video Game
102,Adventure
102,Fantasy
102,Sci Fi
102,Aviation
102,Military
102,Original Work
102,Steampunk
3430,Romance
3430,Aviation
3430,Military
3430,War
3430,Based on a Light Novel
2765,Comedy
2765,Shounen
2765,Slice of Life
2765,Breaking the Fourth Wall
2765,Dark Comedy
2765,Gag
2765,Parody
2765,Satire
2765,Teaching
2765,Based on a Manga
1227,Shounen
1227,Europe
1227,Historical
1227,Siblings
1227,War
1227,World War 2
1227,Based on a Manga
1950,Mystery
1950,Shounen
1950,Age Transformation
1950,Detectives
1950,Thieves
1950,Based on a Manga
8232,Shounen
8232,Sports
8232,Baseball
8232,School Club
8232,Based on a Manga
9835,Drama
9835,Magic
9835,Original Work
9835,Time Travel
2759,Comedy
2759,Seinen
2759,Slice of Life
2759,Art
2759,Art School
2759,Boarding House
2759,Iyashikei
2759,Neighbors
2759,School Life
2759,Based on a 4-Koma Manga
2759,Based on a Manga
8242,Mystery
8242,Chinese Animation
8242,Detectives
8242,Psychological
8242,Based on a Manga
1254,Comedy
1254,Seinen
1254,Episodic
1254,Japanese Mythology
1254,Mysterious Shop
1254,Supernatural
1254,Youkai
1254,Based on a Manga
9390,Action
9390,Fantasy
9390,Seinen
9390,Person in a Strange World
9390,Samurai
9390,Explicit Violence
9390,Based on a Manga
20,Adventure
20,Comedy
20,Sci Fi
20,Aliens
20,Military
20,Outer Space
20,Space Opera
20,Based on a Light Novel
3023,Comedy
3023,Seinen
3023,Music
3023,Based on a Manga
2392,Action
2392,Comedy
2392,Crossover
2392,Detectives
2392,Thieves
8307,Action
8307,Drama
8307,Sci Fi
8307,Seinen
8307,Lifestyle Change
8307,noitaminA
8307,Overpowered Main Characters
8307,Psychological
8307,Psychopaths
8307,Serial Killers
8307,Sexual Content
8307,Superheroes
8307,Vigilantes
8307,Violence
8307,Mature Themes
8307,Physical Abuse
8307,Sexual Abuse
8307,Based on a Manga
8620,Sports
8620,Recap
8620,School Club
8620,School Life
8620,Swimming
8620,Tournaments
8620,Based on a Light Novel
1519,Comedy
1519,Shounen
1519,Gag
1519,Romantic Comedy
1519,School Life
1519,Based on a Manga
6970,Shounen
6970,Sports
6970,Recap
6970,School Club
6970,School Life
6970,Tournaments
6970,Volleyball
6970,Based on a Manga
6010,Fantasy
6010,Romance
6010,Shoujo
6010,Age Gap
6010,Arranged Marriage
6010,Lifestyle Change
6010,Royalty
6010,Based on a Manga
2749,Mystery
2749,Noir
2749,Psychological
2749,Violence
2749,Mature Themes
2749,Based on a Light Novel
1893,Comedy
1893,Fantasy
1893,Harem
1893,Contemporary Fantasy
1893,Demon King
1893,Medieval
1893,Person in a Strange World
1893,Royalty
1893,Based on a Light Novel
7511,Comedy
7511,Ecchi
7511,Harem
7511,Romance
7511,Shounen
7511,Slice of Life
7511,Aliens
7511,Love Triangle
7511,Panty Shots
7511,School Life
7511,Sexual Content
7511,Nudity
7511,Based on a Manga
7566,Action
7566,Adventure
7566,Comedy
7566,Shounen
7566,Family Friendly
7566,Ninja
7566,Based on a Manga
8517,Comedy
8517,Drama
8517,Shounen
8517,Slice of Life
8517,Angels
8517,Demons
8517,Supernatural
8517,Based on a Manga
5203,Fantasy
5203,Supernatural
5203,Based on a Video Game
2981,Action
2981,Fantasy
2981,Contemporary Fantasy
2981,Magic
2981,Superpowers
2981,Urban Fantasy
2981,Violence
2981,Based on a Visual Novel
6447,Comedy
6447,Romance
6447,Seinen
6447,Slice of Life
6447,School Life
6447,Based on a Manga
7727,Drama
7727,Mystery
7727,Romance
7727,Shoujo
7727,Melancholy
7727,Psychological
7727,School Life
7727,Supernatural
7727,Mature Themes
7727,Based on a Manga
7931,Fantasy
7931,Magical Girl
7931,Shoujo
7931,Contemporary Fantasy
7931,Magic
7931,Urban Fantasy
7931,Based on a Manga
2992,Comedy
2992,Chibi
2992,Gag
2992,Historical
2992,Parody
2992,Political
2992,Satire
2992,Short Episodes
2992,Based on a Manga
5957,Action
5957,Comedy
5957,Ecchi
5957,Sci Fi
5957,Aliens
5957,Original Work
5957,Superpowers
5957,Swordplay
2366,Comedy
2366,Seinen
2366,Slice of Life
2366,All-Girls School
2366,Iyashikei
2366,Music
2366,School Club
2366,School Life
2366,Based on a Manga
1352,Horror
1352,Deal with the Devil
1352,Episodic
1352,Melancholy
1352,Original Work
1352,Supernatural
1352,Youkai
1352,Bullying
1352,Emotional Abuse
3492,Comedy
3492,Afterlife
3492,Original Work
3492,School Life
3492,Supernatural
766,Comedy
766,Romance
766,Shounen
766,Delinquents
766,Episodic
766,Gag
766,Love Triangle
766,School Life
766,Unrequited Love
766,Based on a Manga
9873,Comedy
9873,Seinen
9873,CG Animation
9873,Video Game Industry
9873,Based on a Manga
7678,Drama
7678,Slice of Life
7678,Animal Protagonists
7678,Cats
7678,Family Friendly
7678,Loneliness
7678,Melancholy
7678,Pets
7678,Short Episodes
7678,Based on an Anime
3890,Comedy
3890,Seinen
3890,Slice of Life
3890,Based on a Manga
3683,Action
3683,Shounen
3683,Feudal Japan
3683,Samurai
3683,Swordplay
3683,Based on a Manga
7683,Comedy
7683,Ecchi
7683,Fantasy
7683,Gag
7683,Gods
7683,Magic
7683,Parody
7683,Person in a Strange World
7683,RPG
7683,Based on a Light Novel
2389,Adventure
2389,Comedy
2389,Seinen
2389,Slice of Life
2389,Animal Protagonists
2389,Cats
2389,Family Friendly
2389,Iyashikei
2389,Pets
2389,Short Episodes
2389,Based on a Manga
4671,Comedy
4671,GL
4671,Seinen
4671,Shoujo-ai
4671,Slice of Life
4671,School Club
4671,School Life
4671,Based on a Manga
3821,Sci Fi
3821,Time Travel
1410,Comedy
1410,Fantasy
1410,Magic
1410,Magic School
1410,Master-Servant Relationship
1410,Person in a Strange World
1410,School Life
1410,Tsundere
1410,Based on a Light Novel
8259,Action
8259,Comedy
8259,Island
8259,Prison
8259,Based on a Manga
1319,Action
1319,Shounen
1319,Sports
1319,Cars
1319,Racing
1319,Based on a Manga
1340,Comedy
1340,Shounen
1340,Slice of Life
1340,Breaking the Fourth Wall
1340,Dark Comedy
1340,Gag
1340,Parody
1340,Satire
1340,Teaching
1340,Suicide
1340,Based on a Manga
130,Comedy
130,Shounen
130,Slice of Life
130,Episodic
130,Gag
130,Iyashikei
130,School Life
130,Based on a 4-Koma Manga
130,Based on a Manga
16,Action
16,Sci Fi
16,Seinen
16,Cyberpunk
16,Dystopia
16,Human Experimentation
16,Motorcycles
16,Noir
16,Post-apocalyptic
16,Psychic Powers
16,Superpowers
16,Explicit Violence
16,Nudity
16,Based on a Manga
1171,Comedy
1171,Shounen
1171,Slice of Life
1171,Based on a Manga
5274,Comedy
5274,Chibi
5274,Gag
5274,Historical
5274,Parody
5274,Political
5274,Satire
5274,Short Episodes
5274,Based on a Manga
99,Action
99,Adventure
99,Comedy
99,Shounen
99,Journey to the West
99,Martial Arts
99,Overpowered Main Characters
99,Based on a Manga
9304,Sports
9304,School Club
9304,Swimming
9304,Based on a Light Novel
2066,Comedy
2066,Seinen
2066,Slice of Life
2066,Art
2066,Art School
2066,Boarding House
2066,Iyashikei
2066,Neighbors
2066,School Life
2066,Based on a 4-Koma Manga
2066,Based on a Manga
1511,Comedy
1511,Drama
1511,Seinen
1511,Slice of Life
1511,Doujinshi Industry
1511,Manga Industry
1511,Otaku Culture
1511,Parody
1511,Satire
1511,School Club
1511,Based on a Manga
2327,Comedy
2327,Shounen
2327,Slice of Life
2327,Based on a Manga
3100,Action
3100,Adventure
3100,Fantasy
3100,Magic
3100,Political
3100,Violence
3100,War
3100,Based on a Light Novel
4266,Comedy
4266,Ecchi
4266,Fantasy
4266,Magical Girl
4266,Shounen
4266,Contemporary Fantasy
4266,Crossdressing
4266,Magic
4266,Parody
4266,School Life
4266,Urban Fantasy
4266,Zombies
4266,Based on a Light Novel
5594,Action
5594,Adventure
5594,Horror
5594,Mecha
5594,Sci Fi
5594,Seinen
5594,Aliens
5594,Animeism
5594,CG Animation
5594,Outer Space
5594,Post-apocalyptic
5594,Real Robot
5594,Violence
5594,Based on a Manga
7817,Shounen
7817,Sports
7817,Basketball
7817,Recap
7817,School Club
7817,Tournaments
7817,Based on a Manga
929,Comedy
929,Shounen
929,Slice of Life
929,Gag
929,Overpowered Main Characters
929,Parody
929,Based on a Manga
8146,Action
8146,Shounen
8146,Chinese Animation
8146,Supernatural
3623,Comedy
3623,School Life
3623,Based on a Light Novel
7400,Drama
7400,Sci Fi
7400,Military
7400,Outer Space
7400,Political
7400,Space Opera
7400,War
7400,Based on a Novel
23,Comedy
23,Drama
23,Romance
23,Seinen
23,Apartment Life
23,Boarding House
23,Coming of Age
23,Love Triangle
23,Neighbors
23,Based on a Manga
4209,Comedy
4209,Drama
4209,Conspiracy
4209,Original Work
4209,Psychological
4209,Supernatural
7760,Action
7760,Drama
7760,Sci Fi
7760,Island
7760,Magic
7760,Based on a Light Novel
1479,Drama
1479,Fantasy
1479,Seinen
1479,Gangs
1479,Psychological
1479,Violence
1479,Yakuza
1479,Based on a Manga
3317,Comedy
3317,School Life
7895,Mystery
7895,High Stakes Games
7895,Play or Die
7895,Psychological
7895,Violence
7895,Based on a Video Game
3282,Fantasy
3282,Shounen
3282,Insects
3282,Steampunk
3282,Based on a Manga
6932,Comedy
6932,Seinen
6932,Slice of Life
6932,Cafe
6932,Coworkers
6932,Iyashikei
6932,Rabbits
6932,Work Life
6932,Based on a Manga
1315,Drama
1315,Romance
1315,Childhood Friends
1315,Original Work
1315,Trains
1315,Unrequited Love
5604,Comedy
5604,Harem
5604,Romance
5604,Shounen
5604,Slice of Life
5604,Childhood Promise
5604,Fake Romance
5604,Romantic Comedy
5604,School Life
5604,Tsundere
5604,Based on a Manga
9043,Adventure
9043,Drama
9043,Historical
9043,Military
9043,Violence
9043,Based on a Manga
6661,Action
6661,Drama
6661,Horror
6661,Shounen
6661,Demons
6661,Pandemic
6661,Post-apocalyptic
6661,Supernatural
6661,Vampires
6661,Violence
6661,Based on a Manga
1744,Drama
1744,Classical Music
1744,Music
1744,School Life
1744,Based on a Manga
5401,Action
5401,Adventure
5401,Fantasy
5401,Shounen
5401,Island
5401,Pirates
5401,Superpowers
5401,Based on a Manga
5322,Action
5322,Adventure
5322,Mecha
5322,Sci Fi
5322,Ocean
5322,Original Work
5322,Person in a Strange World
5322,Post-apocalyptic
5322,Real Robot
5322,Robots
5322,Sentient Mecha
5322,Ship
6744,Action
6744,Animeism
6744,Original Work
6744,Supernatural
6744,Superpowers
7736,Comedy
7736,Drama
7736,Seinen
7736,Slice of Life
7736,Anime no Me
7736,Childcare
7736,Cooking
7736,Family Life
7736,Food and Beverage
7736,Iyashikei
7736,Recipes
7736,Single Parent
7736,Based on a Manga
5253,Comedy
5253,Ecchi
5253,Harem
5253,Otaku Culture
5253,School Club
5253,School Life
5253,Based on a Light Novel
5502,Action
5502,Fantasy
5502,Shoujo
5502,Supernatural
5502,Based on a Manga
2691,Fantasy
2691,Shoujo
2691,Baking
2691,Culinary School
2691,Family Friendly
2691,Food and Beverage
2691,School Life
2691,Based on a Manga
5829,Action
5829,Comedy
5829,Drama
5829,Romance
5829,Sci Fi
5829,Brother Complex
5829,Magic
5829,Magic School
5829,School Life
5829,Siblings
5829,Based on a Light Novel
184,Fantasy
184,Contemporary Fantasy
184,Person in a Strange World
184,Political
184,Based on a Light Novel
1413,Action
1413,Shounen
1413,Based on a Manga
4641,Shounen
4641,Sports
4641,Tennis
4641,Based on a Manga
1475,Sci Fi
1475,Military
1475,Outer Space
1475,Space Opera
1475,Based on a Novel
6502,Action
6502,Comedy
6502,Drama
6502,Mystery
6502,Shounen
6502,Thieves
6502,Based on a Manga
7584,Action
7584,Mecha
7584,Sci Fi
7584,Seinen
7584,Drug Use
7584,Military
7584,Psychological
7584,Violence
7584,War
7584,Mature Themes
7584,Based on a Manga
8236,Action
8236,Drama
8236,Fantasy
8236,Magical Girl
8236,Magic
8236,Based on a Light Novel
5815,School Life
5815,Supernatural
5815,Based on an Eroge
5815,Based on a Visual Novel
9320,Fantasy
9320,Shoujo
9320,Animal Characteristics
9320,Contemporary Fantasy
9320,Debt
9320,Demons
9320,Food and Beverage
9320,Hotels and Inns
9320,Japanese Mythology
9320,Lifestyle Change
9320,Person in a Strange World
9320,Restaurants
9320,Supernatural
9320,Youkai
9320,Based on a Light Novel
3902,Drama
3902,Slice of Life
3902,Anime Tamago
3902,Countryside
3902,Historical
3902,Original Work
3902,Orphans
6012,Action
6012,Adventure
6012,Fantasy
6012,Angels
6012,Bounty Hunters
6012,Demons
6012,Magic
6012,Monsters
6012,Based on a Mobile Game
5549,Action
5549,Fantasy
5549,Horror
5549,Shounen
5549,Dark Fantasy
5549,Isolated Society
5549,Outside World
5549,Post-apocalyptic
5549,Violence
5549,Cannibalism
5549,Based on a Manga
4402,Comedy
4402,Seinen
4402,Slice of Life
4402,Art
4402,Art School
4402,Based on a 4-Koma Manga
4402,Based on a Manga
6,Action
6,Comedy
6,Romance
6,Sci Fi
6,Coming of Age
6,Original Work
6,Robots
6,Slapstick
2937,Comedy
2937,Seinen
2937,Art
2937,Art School
2937,School Life
2937,Based on a 4-Koma Manga
2937,Based on a Manga
9934,Action
9934,Adventure
9934,Chinese Animation
9934,Based on a Light Novel
9934,Based on a Web Novel
2071,Action
2071,Romance
2071,Sci Fi
2071,Island
2071,Military
2071,Original Work
2071,War
3373,Drama
3373,Sci Fi
3373,Seinen
3373,Astronauts
3373,Outer Space
3373,Based on a Manga
2561,Action
2561,Shounen
2561,Based on a Manga
1530,Comedy
1530,Seinen
1530,Slice of Life
1530,Gag
1530,School Life
1530,Siblings
1530,Based on a Manga
3577,Comedy
3577,Shounen
3577,Slice of Life
3577,School Life
3577,Siblings
3577,Based on a Manga
10230,Romance
10230,Korean Animation
10230,Original Work
10230,Short Episodes
2701,Action
2701,Sci Fi
2701,Original Work
2701,Superpowers
3475,Action
3475,Comedy
3475,Shounen
3475,Childcare
3475,Delinquents
3475,Demons
3475,Master-Servant Relationship
3475,Overpowered Main Characters
3475,Single Parent
3475,Superpowers
3475,Based on a Manga
4944,Comedy
4944,Romance
4944,Shounen
4944,Bodyguards
4944,Japanese Mythology
4944,Supernatural
4944,Based on a Manga
834,Drama
834,Shounen
834,Historical
834,Lifestyle Change
834,Melancholy
834,Poverty
834,War
834,World War 2
834,Based on a Manga
8462,Action
8462,Comedy
8462,Sci Fi
8462,Shounen
8462,Superheroes
8462,Superpowers
8462,Based on a Manga
8087,Action
8087,Comedy
8087,Seinen
8087,Assassins
8087,Thieves
8087,Explicit Violence
8087,Based on a Manga
4528,Sci Fi
4528,Original Work
4528,Supernatural
4528,Superpowers
3098,Action
3098,Comedy
3098,Shounen
3098,Demons
3098,Japanese Mythology
3098,Monsters
3098,Supernatural
3098,Swordplay
3098,Youkai
3098,Based on a Manga
6119,Drama
6119,Sci Fi
6119,Seinen
6119,Astronauts
6119,Outer Space
6119,Work Life
6119,Based on a Manga
2233,Action
2233,Adventure
2233,Comedy
2233,Fantasy
2233,Josei
2233,Journey to the West
2233,Based on a Manga
3160,Comedy
3160,Josei
3160,Romance
3160,Europe
3160,Shorts
3160,Based on a Manga
90,Drama
90,Fantasy
90,Magical Girl
90,Romance
90,Ballet Dancing
90,Boarding School
90,Classical Music
90,Dancing
90,Magic
90,Music
90,Original Work
90,Royalty
90,Star-Crossed Lovers
6075,Action
6075,Fantasy
6075,Shounen
6075,Animal Characteristics
6075,Feudal Japan
6075,Based on a Manga
9768,Mystery
9768,Chinese Animation
7953,BL
7953,Comedy
7953,Drama
7953,Romance
7953,Shounen-ai
7953,Slice of Life
7953,Age Gap
7953,LGBT Themes
7953,School Life
7953,Mature Themes
7953,Based on a Manga
3783,Action
3783,Shounen
3783,Shinigami
3783,Supernatural
3783,Swordplay
3783,Based on a Manga
7928,Action
7928,Adventure
7928,Fantasy
7928,Shounen
7928,Pirates
7928,Superpowers
7928,Based on a Manga
4905,Action
4905,Episodic
4905,Noir
4905,Thieves
4905,Nudity
7009,Slice of Life
7009,Iyashikei
7009,Photography
7681,Action
7681,Fantasy
7681,Magical Girl
7681,Romance
7681,Shoujo
7681,Contemporary Fantasy
7681,Magic
7681,Reincarnation
7681,Urban Fantasy
7681,Based on a Manga
6466,Action
6466,Fantasy
6466,Magic
6466,Based on a Light Novel
1075,Drama
1075,GL
1075,Shoujo-ai
1075,School Life
1075,Based on a Light Novel
11465,Sports
11465,Swimming
11465,Based on a Light Novel
7259,Comedy
7259,Seinen
7259,Slice of Life
7259,Based on a Manga
3832,19th Century
3832,World Masterpiece Theater
729,Sci Fi
729,Cyberpunk
729,Cyborgs
729,Hacking
729,Based on a Manga
3725,Comedy
3725,Shounen
3725,Slice of Life
3725,Breaking the Fourth Wall
3725,Episodic
3725,Gag
3725,School Club
3725,School Life
3725,Based on a Manga
3586,Adventure
3586,Fantasy
3586,Romance
3586,Contemporary Fantasy
3586,Original Work
5710,Action
5710,Sci Fi
5710,Cyberpunk
5710,Dystopia
5710,Gunfights
5710,Noir
5710,noitaminA
5710,Original Work
5710,Police
5710,Psychopaths
5710,Serial Killers
5710,Animal Abuse
5710,Explicit Violence
7942,Drama
7942,Romance
7942,Shoujo
7942,Historical
7942,War
7942,Based on a Manga
4522,Comedy
4522,Fantasy
4522,Magic
4522,Magic School
4522,Master-Servant Relationship
4522,Person in a Strange World
4522,School Life
4522,Tsundere
4522,Based on a Light Novel
7512,Comedy
7512,Ecchi
7512,Harem
7512,Romance
7512,Sci Fi
7512,Shounen
7512,Slice of Life
7512,Aliens
7512,Love Triangle
7512,Panty Shots
7512,Sexual Content
7512,Nudity
7512,Based on a Manga
195,Action
195,Mecha
195,Sci Fi
195,Original Work
195,Outer Space
195,Political
195,Terrorism
195,War
8306,Adventure
8306,Fantasy
8306,Contemporary Fantasy
8306,England
8306,Europe
8306,Family Friendly
8306,Magic
8306,Magic School
8306,Based on a Novel
5574,Comedy
5574,Drama
5574,Romance
5574,Adult Couples
5574,Amnesia
5574,Childhood Promise
5574,College
5574,Coming of Age
5574,Love Triangle
5574,Mature Romance
5574,School Life
5574,Based on a Light Novel
6455,Action
6455,Ecchi
6455,Fantasy
6455,Harem
6455,Angels
6455,Contemporary Fantasy
6455,Demons
6455,Newly Co-ed School
6455,Norse Mythology
6455,School Life
6455,Sexual Content
6455,Nudity
6455,Based on a Light Novel
5722,Action
5722,Comedy
5722,Shounen
5722,Aliens
5722,Assassins
5722,School Life
5722,Based on a Manga
4662,Drama
4662,Shounen
4662,Doctors
4662,Kidnapping
4662,Medical
4662,Based on a Manga
5012,Drama
5012,Romance
5012,Aging
5012,Black and White
5012,Shorts
966,Action
966,Comedy
966,Drama
966,Shounen
966,Sports
966,School Club
966,School Life
966,Tournaments
966,Physical Abuse
966,Based on a Manga
7974,Drama
7974,Fantasy
7974,Mystery
7974,Romance
7974,Slice of Life
7974,Island
7974,Magic
7974,Military
7974,Post-apocalyptic
7974,Based on a Light Novel
2914,Adventure
2914,Drama
2914,Fantasy
2914,Shorts
147,Comedy
147,Drama
147,Fantasy
147,Reverse Harem
147,Romance
147,Shoujo
147,Contemporary Fantasy
147,Orphans
147,Based on a Manga
2904,Action
2904,Drama
2904,Mecha
2904,Romance
2904,Sci Fi
2904,Idols
2904,Love Triangle
